id,language
doi_dedup___::a0f5d0bcdb26ebad2eade995ff1987f9,Undetermined
doi_dedup___::a3ff6422a8d64840643b2717e520b4a1,Undetermined
doi_dedup___::a6785a00cad5858a0dbf2b26f78b4736,Undetermined
doi_dedup___::a6c808565ab1fdde0231c0fb0d888400,Undetermined
doi_dedup___::a9ad6a015b44f4e8b3f581fb94a6f499,Undetermined
doi_dedup___::ad4ebd89cfad19319c2329276a767c50,Undetermined
doi_dedup___::aedf293a83c79dbc8659e4fbd7034fc8,Undetermined
doi_dedup___::b6587c9ec53378e9b53ddcf4826b35e4,Undetermined
doi_dedup___::b65f8adf1401c6cb05ac849def58208a,Undetermined
doi_dedup___::b7a8192c80437a8630978fe69c783e17,Undetermined
doi_dedup___::b8f1905b75f158551053cf3899c4f203,Undetermined
doi_dedup___::bbae087dea6f1511038557b649eb3102,Undetermined
doi_dedup___::bf9bdcc6c67a3206ec7d811a044cdcb2,Undetermined
doi_dedup___::c79d4596cf38a8c7c4fc66bbeed56d14,Undetermined
doi_dedup___::c868666c2b672c126a695f5861891ed6,Undetermined
doi_dedup___::c8dcd7964a9fff06886f3bc50845234b,Undetermined
doi_dedup___::c8e6f7f688bf73d4395ae56894d5bfe4,Undetermined
doi_dedup___::ca76f6d5c70787beb2aef09272a5f070,Undetermined
doi_dedup___::cba2b758d9f7fd10f2b64b6c2cfb93ba,Undetermined
doi_dedup___::ccfc7b90592dca956357199fc6bc194e,Undetermined
doi_dedup___::d04702748cceace12f5335f36d4ed098,Undetermined
doi_dedup___::d2c6190102c3a40be46a6536cf2e526f,Undetermined
doi_dedup___::d327b008cb990da65f6786d76b9fd8b6,Undetermined
doi_dedup___::d3b401b6bcdc3957632b72b4feaedd77,Undetermined
doi_dedup___::dac3206ba067b27c3b3f2de4f2935ce4,English
doi_dedup___::daf185f30afa49241105a5bf1eb1e6c6,Undetermined
doi_dedup___::de43200ec0444bc5aaef299e672681a2,Undetermined
doi_dedup___::df526f4a18a230c82dc698636ea9dde3,Undetermined
doi_dedup___::e01d9f111a4eed1822c96a60c95d736d,Undetermined
doi_dedup___::e07012ca15282bba8d48496a574e30bd,Undetermined
doi_dedup___::e10f2c9ffe5cda70d1f94d67eaef24f0,Undetermined
doi_dedup___::e352dd1d9b1593423b369984dbc67cb2,Undetermined
doi_dedup___::e41eb0f860dcaabab58d3e7b40fb16d6,Undetermined
doi_dedup___::e5acd6881c7dd3b52bd7b43e9ee23d01,Undetermined
doi_dedup___::e605ccb6771c10cd6277635ef9703d8b,Undetermined
doi_dedup___::e7e0ccd2e82a6673058c421df940392e,Undetermined
doi_dedup___::eb1645be65e065b951f5f55ddd44e87b,Undetermined
doi_dedup___::ee5f0a79b16345c2fe44234a2338a498,Undetermined
doi_dedup___::f174d1cf6e53067009aa8e7dc2d0bfd3,Undetermined
doi_dedup___::f45e6310a6589959296c136536e3b8d4,Undetermined
doi_dedup___::f708be9489b21b37b77a0f20a753e13d,Undetermined
doi_dedup___::fa0bbf496e0f934deac15401f7de71fe,Undetermined
doi_dedup___::fbe861a3545f7af3ce0ee163cb4380c5,Undetermined
od______1248::18deb51bee1fee9adc80341a3fb92230,Undetermined
od______1248::19b814899d02db2e9d3df82b49faf0a7,Undetermined
od______1248::209542e2f7de96715ff712dfaa97d2d6,Undetermined
od______1248::26f4e6c48eafbbd559ef5258694b04ec,Undetermined
od______1248::2b25d6049491ac1fe44cbe2e82e99386,Undetermined
od______1248::2e73ec36faaa8fe01abbba853378736c,Undetermined
od______1248::3dfc999cde88426b80d69a9bea68c5e5,Undetermined
od______1248::488600fb824f7d57e083dde96f0936db,Undetermined
od______1248::761dc62f8a78c3e4a867f85677aa4dde,Undetermined
od______1248::7fcb683464ae3e82e6f631b50b2d8884,Undetermined
od______1248::8384bdc91500d65074b4af080b894ac1,Undetermined
od______1248::838b4b4d6ed6283ad3388b9bb64e4ad8,Undetermined
od______1248::844186a23d2f462f8ffdaab86332f9ea,Undetermined
od______1248::85f0eaba972ecc53e888a858eecfc438,Undetermined
od______1248::8ca28b55f2ed2f853d02e65847b925bd,Undetermined
od______1248::94f0f18835ed706a124932e6df25888e,Undetermined
od______1248::a18157a6644557c252b51f3f0253ce64,Undetermined
od______1248::a6abcd6351919abf4b0b2f2917add8cd,Undetermined
od______1248::bc06b2769613812687071387f73605b0,Undetermined
od______1248::e4c59c974fd116da3ba0646f0c0d5e42,Undetermined
od______1248::e86e2637bbd3284a9e0d91a9cd83b6a8,Undetermined
od______1248::f03976d034eacce0611c0df817bfc0a9,Undetermined
od______1248::f9bdc3d85eb3e1f338141ba620441f46,Undetermined
od______9687::35a4b01a8be4ef68428b80cadd76f290,English
od______9687::4b85ed24a0e1a3524a125201143733d5,English
od______9687::9561850e3184c7a860efc19655b09851,English
od______9687::fc782a674533b7c105728a58c0eb6939,English
od______9692::000b35dcd722401d2987bb8975bf2ff4,English
od______9692::4ce20f970fa1fe93fc15bda0c0a778e8,English
od______9692::c811cfc356e346c3e3ab0cf5467b905f,English
od_______934::b4b81feabf5adacd2c9521697882c11e,English
pmid________::5366d4c70e4c92d23fec81bb4b54974c,English
doi_________::029ef42435284b1838db461cb49c298f,Undetermined
doi_________::8a279227b05d90b891b01ded397a42e9,Undetermined
doi_________::a24233d9415c687503f28ad6c92e236d,Undetermined
doi_________::a76113a82e85d5b8edd7f1eb6db931e2,Undetermined
doi_________::ddba740ab83bfff4a9c202315a98b754,Undetermined
doi_________::e8a4378480bd47b1889d9e54e6d39e39,Undetermined
doi_________::f031efb207fbbf517405b6a0dc0641fe,Undetermined
doi_dedup___::1ad249d658ed95d1adcd71dfae19aa79,Undetermined
doi_________::242b51d435b9c6ea7dd9dd78e3000326,English
doi_________::2ca0e88c1bda15da2673ac01849bb99a,English
doi_________::3915446a819e6d7371cc181bff36f40e,Undetermined
doi_________::5bceec21ebf4dab077a5cef4e3ba2b7e,Undetermined
doi_________::62e4913b0837aa25533e390e434d129e,Undetermined
doi_________::6954d16d1e69e165f1c86d936b6d79b9,Undetermined
doi_________::6a936f897eba71e1196370054be1ded7,Undetermined
doi_________::908bfede2d81b011e89bef5528973f91,Undetermined
doi_________::cc780137d2f56a11b8567ac89bca8da6,Undetermined
doi_________::cdc2d9e4c1935e32cbbbeb0a47d8d723,English
doi_________::e4ff89ca19015f48eb46c9f2aef5ad35,Undetermined
doi_________::f7539dbadd3a5b019a4028b83bfff399,Undetermined
doi_dedup___::b044cb92e8bf415a235173db28c61533,Undetermined
dedup_wf_002::e9671a5fef4bd7dd8a9789ab8ccfdbee,Undetermined
doi_________::1a13d0a43a9a777f3aefba3b50d2c6ee,Undetermined
doi_________::51641c294a338da43811eff191e38b6e,Undetermined
doi_________::6bda81c4dbca1b5bbe7e9f592648bb1c,Undetermined
doi_________::d23c1d73da503f0ed75e3a23ed479114,Undetermined
doi_________::d5b3eeacebdf6b4c5074e1393fbd8006,Undetermined
doi_________::e76440f145a809b912c597c96f3c5348,Undetermined
doi_dedup___::124725c3796a265389e0a5f4c4e67464,Undetermined
doi_________::01f01f2fda8bd0a705c89379ba79b696,English
doi_________::026ac0011bff8066400b0b76b05dd4a0,English
doi_________::07bc2df302b4880d08830afb093f77be,English
doi_________::1e4fd52eef70b70ca378f20236f305e3,Undetermined
doi_________::2b470d5934df4d3179b91de95476aff9,Undetermined
doi_________::3477bd7d766f1d620d3b2b3f8b68f1a7,Undetermined
doi_________::383eb1fb491b128ae031a05003783405,Undetermined
doi_________::42ad0258e43ed91ec325edac73d1ef39,Undetermined
doi_________::4cadcba2796e373a4c12518ecfd91fb3,Undetermined
doi_________::4cc2a6920d92193dad4821abd619823f,Undetermined
doi_________::9b10d870a8895621a7e77bf72f8300f1,Undetermined
doi_________::9c2d14c42b8550316c34de4d65d50342,Undetermined
doi_________::a72530cd713274d25da22baacf0ab456,Undetermined
doi_________::da9ebd8293fab050010d0565b81d3437,Undetermined
doi_________::f19c00fc55bdb07c2e56ab149133bac9,Undetermined
doi_________::fc6d8bf8f28b7aef59f5b7fbd0f1051e,Undetermined
doi_dedup___::4abeae08ec42a35c362994e265c5b253,Undetermined
doi_________::0ec88a04f492ecb16055e3df25b993d5,Undetermined
doi_________::26d5f6f71802d4d606bfe45bde2b96d1,Undetermined
doi_________::339c79329c04167a32059830b14dd704,Undetermined
doi_________::61b4c5ed6e73a66b20e1f5ceb83a74f7,Undetermined
doi_________::720b24d92f3dd300a3685072d348a3dd,Undetermined
doi_________::80ce7fef5feb1aca729c439dc6e03210,English
doi_________::980da8e8b9e47b2516367dc2845a8e22,Undetermined
doi_________::9c4df2d648b809269a2b0c77a3fdc496,Undetermined
doi_________::ad56bf3a342410fae97a81cdab0e6660,Undetermined
doi_________::b313a9a53b25036f77b5fa862344d86e,Undetermined
doi_________::c3355185c7a350985104b82713eda6ca,Undetermined
doi_________::d79d56d5cb7a05dbfcf411e0a79c5d78,English
doi_________::da22f5e1caeb6a70ef3adc903cfd2a44,Undetermined
doi_________::df515d3e75cf28aadda72b134c18f28d,Undetermined
doi_________::fdf864298ef3aead28e23b9271004261,Undetermined
doi_dedup___::0c728fa18240c62dc6aa54c5d1e0b861,Undetermined
doi_________::22dbce07deabc1a28a040a81537b0f28,Undetermined
doi_________::38637d1915081808621ed2f24d99797d,Undetermined
doi_________::4a25eeaf87943f4205e826fc60bd08e7,Undetermined
doi_________::4b16716a15d766fe4563e6a128c9a511,Undetermined
doi_________::63b5486be3a27866375a9b9852fea335,Undetermined
doi_________::73ef081f1e2d43be4ce2eec9da4e74da,English
doi_________::987c97cd01c67c997ebfbc33676bbc01,Undetermined
doi_________::a0205a9e72f36b9cf50be0289ab49bf7,English
doi_________::bc453d1f0e3f36421be9f66507b8496a,English
doi_________::c03499cbb54ddab43dbda2aa7aac322e,Undetermined
doi_________::c897a4cea8ab02531bcd225718c2c2f2,Undetermined
doi_________::dca40f207fa7674eacefad286bdf42bd,Undetermined
doi_________::df95f52929e1203d3f214fb1281059be,Undetermined
doi_________::e754a917376c636489598115aee9f467,Undetermined
doi_dedup___::03d5ba0e2b57e41d3fa08761a99375e0,Undetermined
doi_________::06258607b99a7ecd0126228b0fc7af7c,Undetermined
doi_________::141f1fbcec53b1c91179e80902369b79,Undetermined
doi_________::1b7acd7f22c337b106ba1b275c51609d,Undetermined
doi_________::294bdac9046c0a62fdd11b141537ce95,Undetermined
doi_________::2b9e7f211640f2747f18b88bdeaec01c,Undetermined
doi_________::6027d2a8ba7cd3ea3830b1cef1fd8976,Undetermined
doi_________::60bf3412e376d0151e88d561bef5ef57,Undetermined
doi_________::6c139a8f3c0f0ea55a62e414ecea72f2,Undetermined
doi_________::6db849e9e3b385e52fd909e79d2088ef,English
doi_________::724456da68e24b5b316be869a431163e,Undetermined
doi_________::a2df452c9845da44a1c38587a0a80ebf,Undetermined
doi_________::a53f3ea063ecfbd942dc0215d324f538,Undetermined
doi_________::ab3d6ec36cad19ec13498dc283e98d71,Undetermined
doi_________::fd06ad1afdaa8ce02fc16467acc9756b,Undetermined
doi_dedup___::4348d112fafab8e5e719121a7b6e7443,Undetermined
doi_dedup___::95144f642c4bc89fa469f64b693cb221,Undetermined
doi_dedup___::b9a5762c17f58ea06d2ed61cf9fa0627,Undetermined
doi_________::1d4b81280acd9f361a70cc6f42bd792c,Undetermined
doi_________::33c7f33eceb130ad57da24d2f50f8a33,Undetermined
doi_________::65e7c34d24c41faa251c350d1ca04abe,Undetermined
doi_________::6f2167c35d083e229d4814a88583d875,Undetermined
doi_________::8cc28da6996e27905909b8c8618ed2d5,Undetermined
doi_________::a265dfa2bf640c7358ba9806c5fb92a6,Undetermined
doi_________::af49b71329fe067cb848af3d7befa9f6,Undetermined
doi_________::e1b78ef2a8781028ffb16ff43f6ead62,Undetermined
doi_dedup___::01d747dac910e0da4ddbeafa50df208a,Undetermined
doi_________::0da09bc0838388c2ab095e50d91676af,Undetermined
doi_________::38ee1c6769695c3f4b4e9bc6183d1096,Undetermined
doi_________::4e30f7b82332f36755756ae58d7acb22,Undetermined
doi_________::53a4825c868a55f079d11931fd2adb2f,Undetermined
doi_________::5cde723ff78928b7bbe0d93b7a07cc74,Undetermined
doi_________::7a08410f1503c0ee69e43cce7bc545cb,Undetermined
doi_________::7f2922ef9a4a8e1c3dc7936127309454,English
doi_________::80a07675cc434a76d0ead99d3f6ad4c8,Undetermined
doi_________::917c3aa5f76f86af4ea8ac4da4925868,Undetermined
doi_________::96efb5a21bdfc2ba9fbc64c7bda44e78,English
doi_________::cce1c3c19ae1191b69726bf4d5545949,Undetermined
doi_________::ce9c2dad35a943108afebb483d349e9f,Undetermined
doi_dedup___::241d0465d0453dd7468bbbdd4c30adc3,Undetermined
doi_dedup___::3c63a315f520217900acdfb67dafcc62,Undetermined
doi_________::2d2d8ff58a81497bc9b8f91f1729a96c,Undetermined
doi_________::77fb124657b52ea5559101059ad09a99,Undetermined
doi_________::80751d2a5c385c70767ee00179c6f95a,Undetermined
doi_________::bdf469ee700f663780adcbe4c0fa50ad,Undetermined
doi_________::d01b7ce72ccaf4a997c0bf56222e8449,Undetermined
doi_________::e22d425c47202d4a721950cda4fbe1f4,Undetermined
doi_________::ebef7570cd89418358ec63f56a83588e,Undetermined
doi_________::f053bd2345dab039896a889098bc1e5d,Undetermined
doi_________::f25473a1f84ae7f46b7f83f9d0a3886f,Undetermined
doi_________::f2ffba67bbd9496ee08b45f36de48939,Undetermined
doi_dedup___::ad90828244064c6a8b0fbe580d6532eb,Undetermined
doi_________::08dda413e80a2a67f2da1fb5019f7c35,Undetermined
doi_________::15ffebcf37b9eba46665689e13d858ad,Undetermined
doi_________::2457bb04192974777ba9420d7c94d609,Undetermined
doi_________::5dbaaa1d0e3e937ca000c34c8b1d41a3,Undetermined
doi_________::891ab55e034113d28f65555f72d5d7e4,English
doi_________::8c13c0d899229002102007ea40f0f812,Undetermined
doi_________::a19d3676e83634e2411500a3220cfaf9,Undetermined
doi_________::ad56fcb524cdb043d05cc558546a45ca,Undetermined
doi_________::b6fb59c5a8cdddb0c2033582fac04ce5,Undetermined
doi_________::bc427e071839bd0f71efb427b2fdbe09,Undetermined
doi_________::d11c9ab2975221d19f7c4c17f831b7f9,Undetermined
doi_________::de7ffa7bd1b00e43a574e6bf2360c643,Undetermined
doi_________::0bc6728dc7f5f4b7daa61cb5f944dc4b,Undetermined
doi_________::16c79b85076555a6fcfe6bc5184d6745,Undetermined
doi_________::6ca03a52be0b18fdedc4a73c148424be,Undetermined
doi_________::7b589a50c075cc7be627fdd59a5ac5fb,Undetermined
doi_________::7cfe7a5aa2599dcfa20876b33d087caf,Undetermined
doi_________::829e7d1b6b41af1effa8e2738f4e519a,Undetermined
doi_________::bf399d5645c003007fdeeffe3106d2e7,Undetermined
doi_________::e08fa9060a89212468d3c59a2cbd1a5f,Undetermined
doi_________::f154ce32c13b44d6ba696bb918f4c19e,English
doi_________::f89c9978f469af4b92f1b13a3bc822fc,Undetermined
doi_________::f8e7c42eb323b874aff1a052b1e802a4,Undetermined
doi_dedup___::c2d4a6a46f9a79a87331e78d434fe89e,Undetermined
dedup_wf_002::18a5f6adfec2441973845be24fd17352,English
dedup_wf_002::1da53150db33664c8b9cce9b9fb6fd17,English
dedup_wf_002::2321d07ffcfdb911c52437cd89f22328,English
dedup_wf_002::5fc4cd39052050898e835a35e4bcb3f7,English
dedup_wf_002::65fbc5c869ce4d33f714b8b64907e950,English
dedup_wf_002::6c3f27204dbcd0525f713b6531ff23e5,English
dedup_wf_002::7641e97480095ccc4ab8a822b68b28fa,English
dedup_wf_002::dc6ebe07a6e0db47cc37fea702b5e0c0,Undetermined
dedup_wf_002::e6ce441b2a9b6f49393f59bd67a4dba2,English
doi_________::00cee641ad6054868698b39b5176f9e3,Undetermined
doi_________::025ab8cd290722aa201aae8f20fdd83e,Undetermined
doi_________::02ad60eb148cc7039b1be4ebee71b7b5,Undetermined
doi_________::076d0f166aa066772f43304f7b7a0ed8,Undetermined
doi_________::1468b6e5debb68df485dba7cefac19f0,Undetermined
doi_________::4091612bdebc71ac0d1e83276e9ba5d8,Undetermined
doi_________::53ba172aae61f85318a9812c4799cb6e,Undetermined
doi_________::69aebc4fdbc04d2d94d178227c0056d4,Undetermined
doi_________::7b85456e9f6b7fef00854d5cd937a178,Undetermined
doi_________::824fdf0e95b3fb89795c006369be78bb,Undetermined
doi_________::8512ecb8be93b7c81f9811cf6093b793,Undetermined
doi_________::9130d36becf7935a003b86aa7a381834,Undetermined
doi_________::b671e7be2eb023a4450af95b97067358,Undetermined
doi_________::da941c1d9d19094d3ef60f7bdc7595d2,Undetermined
doi_________::fdbd4940fff7a6d47d633f7dd3f4e1be,Undetermined
doi_dedup___::01925eab59f7607c1e9700184b59e15e,Undetermined
doi_dedup___::0269f6d2a8d0faecdaac057647f707b5,Undetermined
doi_dedup___::02adb4dca27399b485809c401c5a6abd,Undetermined
doi_dedup___::03101b2036c921c55617f70404c1f0c1,Undetermined
doi_dedup___::045e5bd87506ea148d294957acd61640,Undetermined
doi_dedup___::066a85c60b0c489aca5a8c0624623c0e,Undetermined
doi_dedup___::08fa69fce666ae1ca5e81805e15231f2,Undetermined
doi_dedup___::0a3e09e24769db34d7d1dd2ebc6c42f4,Undetermined
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,Undetermined
doi_dedup___::0eeea68090e6ef77b961cd0a215aadb9,Undetermined
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,Undetermined
doi_dedup___::115c1cbee66ee0d2b3bec8a57755c9a8,Undetermined
doi_dedup___::119329c6d4f66f1c693abdebeb858b3f,Undetermined
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,Undetermined
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,Undetermined
doi_dedup___::137b2f181065c8b7b3e6d649b9a038db,Undetermined
doi_dedup___::16d55787d707b48d13b99af04ed4d033,Undetermined
doi_dedup___::189bc5d4dcbad76b8079b4427cf8386e,Undetermined
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,Undetermined
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,Undetermined
doi_dedup___::1ff3655fd30f95eb8daaafc5baa751f7,Undetermined
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,Undetermined
doi_dedup___::21f5bf8901a3f5dbcd18d031acf23c1e,Undetermined
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,Undetermined
doi_dedup___::25207396a8c7e6ef42571204f75e40f7,Undetermined
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,Undetermined
doi_dedup___::2995940e89d4c929638a679406bfb654,Undetermined
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,Undetermined
doi_dedup___::2e4701aa19697dee8f832512e7b07403,Undetermined
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,Undetermined
doi_dedup___::30f620c303dbbeff0bd05d684b9f07e5,Undetermined
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,Undetermined
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,Undetermined
doi_dedup___::3260124558e83c1f31684ed83aeabde1,Undetermined
doi_dedup___::3301c7b8337357fb75cb04d89800d330,Undetermined
doi_dedup___::3317f9f1bd77291a8a273b7c7085ad4f,Undetermined
doi_dedup___::39312e4a893e061296e81c2b86437e9a,Undetermined
doi_dedup___::3be168e0de6afcfd732277c896038737,Undetermined
doi_dedup___::3c751abbb812e93907f7439b1dda3dd3,Undetermined
doi_dedup___::44935741d61b7329c6aff4137056617f,Undetermined
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,English
doi_dedup___::486940752823244520752eb192f0f4b7,Undetermined
doi_dedup___::4a58b25b927abb9ce40f41a413026122,Undetermined
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,Undetermined
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,Undetermined
doi_dedup___::4fc2b7feaf60c836c632428476651401,Undetermined
doi_dedup___::501b52e900bbb5b3bbace9d048bfcd83,Undetermined
doi_dedup___::55b149a50953d0f1f2fd991942c3a6b8,Undetermined
doi_dedup___::57e7c02971ca4892b641663a0de53d2d,Undetermined
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,Undetermined
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,Undetermined
doi_dedup___::5d1af9cd8551652d9dcc0e61e8e6a316,Undetermined
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,Undetermined
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,Undetermined
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,Undetermined
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,Undetermined
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,Undetermined
doi_dedup___::6d1fd3a0b2d452d9238c70a0847ae958,Undetermined
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,Undetermined
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,Undetermined
doi_dedup___::7374d2138c3b614609364b078bbc8a4c,Undetermined
doi_dedup___::78df96fdd27a839a70071a035a836413,Undetermined
doi_dedup___::790ef01a511d89307ffa77bff741b19d,Undetermined
doi_dedup___::7c09b94f8a09cbad3e3c8d41007022ea,Undetermined
doi_dedup___::7c34203dc67b3c4f795808a90ef5ef60,Undetermined
doi_dedup___::7ca2324587aa755c9ab9c3a424f7b2fe,Undetermined
doi_dedup___::800daf4d6618ec660420ca53bbbab92f,Undetermined
doi_dedup___::824bdaa0d7dea385c278de44acba7c5d,English
doi_dedup___::8389a8181e7466332831f64de638cd38,Undetermined
doi_dedup___::85098a3ccd75d5478bbd48ad065f898d,Undetermined
doi_dedup___::86ebb324b92ba020f16eea985a2f0252,Undetermined
doi_dedup___::86f65be3a09a516855d001dfa50e6ca7,Undetermined
doi_dedup___::89dd29281b421a121603c70f27b87da4,Undetermined
doi_dedup___::8c1efc52678b1fa59848d18ce3414d6d,Undetermined
doi_dedup___::90f560f4dfefe0407cfbe5973885e8fc,Undetermined
doi_dedup___::93ee949a2e6597a532d9ebb6b2aadcf0,Undetermined
doi_dedup___::959292fd738b1c82bc3359439b68c16f,Undetermined
doi_dedup___::988f713b57528f6538958dceff1db4e0,Undetermined
doi_dedup___::98d615adcd223c6aa421d191de9b800b,Undetermined
doi_dedup___::9b28f296d62ff157bfe22521eb72526b,Undetermined
doi_dedup___::9f4221cb46d8c5971b199790e4effd14,Undetermined
doi_dedup___::a7500e6f9de1ced41d138163a67c127e,Undetermined
doi_dedup___::a784a36d09ba906ec4f0718f98a42caa,Undetermined
doi_dedup___::a870a1e9515c0653c5a22f4c2a131245,Undetermined
doi_dedup___::afbec8f3d353f4193a38f583910ae84b,Undetermined
doi_dedup___::b0ae7c3d40f53372e8df1e909c308082,Undetermined
doi_dedup___::b6897809fe7e9a50c482f99f6bc0875f,Undetermined
doi_dedup___::ba739a8cf33226e27843403d19c8b0a0,Undetermined
doi_dedup___::bf30a90a36b70147e1d7ca475b9d9922,Undetermined
doi_dedup___::c38f1583b8b8894626a6ab500e5378af,Undetermined
doi_dedup___::c7529c66ea6249b91308ebb6599e0979,Undetermined
doi_dedup___::c85077349e7c60e3c50ff6a53e176faa,Undetermined
doi_dedup___::c9c1a26743cf1c5057473d55472a220e,Undetermined
doi_dedup___::ca396c7290ca4b933a65062d7bdd486a,Undetermined
doi_dedup___::ca3dee3eb909c147a12badbb065e7a23,Undetermined
doi_dedup___::cd53ba9a549d8317394791da328aaf5a,Undetermined
doi_dedup___::cf533f65ac1c78faf647947072f54653,Undetermined
doi_dedup___::d38c25463b877161464ff10663a7ebb2,Undetermined
doi_dedup___::d5ccb0a2c86ae17e4abbea6e02af1971,Undetermined
doi_dedup___::d6d97206d7b7d1315e2e193e957c992e,Undetermined
doi_dedup___::d7651d006ddb704c5b2b498712a7d477,Undetermined
doi_dedup___::e200febd3e73ad0c6d491d2428d3a1a9,Undetermined
doi_dedup___::e3a89bd0ad3dfa362d240970a560dabd,Undetermined
doi_dedup___::e8ac2eceee5e6e67039860508d21d92f,Undetermined
doi_dedup___::eabc7a910b0183cf1a4e58685a804b95,Undetermined
doi_dedup___::ecbd7346d4e8dec8644d8f99abb2328d,Undetermined
doi_dedup___::ef9266bd31c8fb71148263a31c165ab6,Undetermined
doi_dedup___::f74868fcbe45b01c87379a1fb7031ec6,English
doi_dedup___::f7f3e1d3ffacc8ad3e5609e17670d2e1,Undetermined
doi_dedup___::f936dd9c788283937f417f48fce5fe7d,Undetermined
doi_dedup___::fb973b149fbcb93467e50a54bf26706e,Undetermined
doi_dedup___::fcd09b2045a92505a0b1d8f21fb895a5,Undetermined
doi_dedup___::fd85501c0cbf661dfd9bea36d0f223fd,Undetermined
doi_dedup___::ff15cf25674509d04caf7c2e87d9f720,Undetermined
doi_dedup___::ff9d387d1953eb7e055ae1dc0ce51e31,Undetermined
od______1248::01648b1e9d5aa37b19fe5ba5ba4b32f2,Undetermined
od______1248::02a466727b9b76f6593eabf43dfd75e8,Undetermined
od______1248::263c05a3c6a8104bc93b7f269eb82996,Undetermined
od______1248::3e3f3b01fd218443b4b355a6d9578e76,Undetermined
od______1248::529a3b172da3a2737001d21914fa0aaf,Undetermined
od______1248::5349fe527241e49c9de28d47f9fd0798,Undetermined
od______1248::5ba8852f9c475a68af7c8dce5e1a75a4,Undetermined
od______1248::5d4378cce665c8b9a36d98ead6372b52,Undetermined
od______1248::614f234efabe006e6abc1d49cbeb5f7c,Undetermined
od______1248::6b1ee5bcdef0504f6270e23bee99cc36,Undetermined
od______1248::700507954a44077d46d82e384b471eff,Undetermined
od______1248::77351d9988bc6d05eb3c2665707a9dc4,Undetermined
od______1248::77ac8209527d56ebb78f2421f7d18571,Undetermined
od______1248::78b0810b14a5db1a3b6032bbd0d2e590,Undetermined
od______1248::9277fe4941e8a0fc048295b74a714cf3,Undetermined
od______1248::a020811baeaf87e8198c448b14910194,Undetermined
od______1248::b727b4957188410d0f4992e597480a5c,Undetermined
od______1248::c6d771278388b30c5a65fafc9ddd25b0,Undetermined
od______1248::cfaa680695e03b8be4270751a8f85635,Undetermined
od______1248::d7951e69412138dacd1ba28ff5de4636,Undetermined
od______9687::2a0108c0eec02888b2ba98654e89adcb,English
od______9687::37faa2428013729cf2ab5db773fd46ec,English
od______9687::4ef81c7c63bc25ad830651247e851164,English
od______9687::b31a84a5a933e673f5dfdb1c16832551,English
od______9687::e1f622ccf50f06e5275da1dab1fd97f2,English
od______9692::1e1c777532f43f7c79dfd685c408a196,English
od______9692::798e95ed37e27f37f715a4e3899d4f8f,English
od______9692::893a298b51311827fba0d98588222da1,English
od______9692::8dc0f43598b4608e328ca7c40571b463,English
od_______934::1681da6001465d57fd493eee3df0da21,English
dedup_wf_002::16c7e0e85fa16ec87ecffa57caf94d0c,Undetermined
dedup_wf_002::205fd2bd48bdbb84eec459b310e12949,Undetermined
dedup_wf_002::314f7d4295b0f579fbbe50aad470d1c5,Undetermined
dedup_wf_002::50ab91a7d57f47cff82ea10a98548478,Undetermined
dedup_wf_002::b9d97084cf6eb30a3038e468f5bcf968,English
dedup_wf_002::cf75949016ab3df4becd2b1872c33333,Undetermined
dedup_wf_002::d3a265d39a7e25f9f4518d9046e9a514,Undetermined
dedup_wf_002::f2809723f9c3c7610a3597e599014dfc,Undetermined
doi_________::2b3da975cf65c1024dad80e6a451b7e6,Undetermined
doi_________::2efbdefd9051ada0cd84f593798971f9,Undetermined
doi_________::537303371a2d625790454ecf5570705b,Undetermined
doi_________::537e766aea182bb5ebb52d35ac4d2aa5,Undetermined
doi_________::70918bf44110a828aa765ba8464e351a,Undetermined
doi_________::71a289ab99a99e4f23447b591aa098aa,Undetermined
doi_________::71ee2920172bbef0f3a33d642e8b4ba5,Undetermined
