id,keyword
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,clinical trials
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,communication
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,research
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,emotions
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,ineligibility
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,perceptions of self
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,3. good health
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,03 medical and health sciences
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,r5-920
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,0302 clinical medicine
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,humans
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,qualitative research
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,mm [faculty of science & health tus]
doi_dedup___::0aa94c90864c60b4a6655fb270f5f333,probability
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,architectural technology
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,structural engineering
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,construction engineering and management
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,building information modelling
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,bim awareness
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,education and training
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,architectural engineering
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,adult and continuing education
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,construction engineering
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,civil engineering
doi_dedup___::10edc8748bfd1f1df0da476577243fd6,bim mandate
doi_dedup___::115c1cbee66ee0d2b3bec8a57755c9a8,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::115c1cbee66ee0d2b3bec8a57755c9a8,02 engineering and technology
doi_dedup___::119329c6d4f66f1c693abdebeb858b3f,0103 physical sciences
doi_dedup___::119329c6d4f66f1c693abdebeb858b3f,01 natural sciences
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,9. industry and infrastructure
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,4. education
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,0502 economics and business
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,05 social sciences
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,0211 other engineering and technologies
doi_dedup___::11e5ed2a7f7307ca5aab4e848f193b4d,02 engineering and technology
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,"axial length, eye"
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,axial myopia
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,axial elongation
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,choroid
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,optic disk
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,retinal pigment epithelium
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,myopia
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,humans
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,bruch membrane
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,bruch’s membrane
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,high myopia
doi_dedup___::133c80eb241ac9ccaa16b1555c0b7473,optometry
doi_dedup___::137b2f181065c8b7b3e6d649b9a038db,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::137b2f181065c8b7b3e6d649b9a038db,02 engineering and technology
doi_dedup___::16d55787d707b48d13b99af04ed4d033,computer science - networking and internet architecture
doi_dedup___::16d55787d707b48d13b99af04ed4d033,networking and internet architecture (cs.ni)
doi_dedup___::16d55787d707b48d13b99af04ed4d033,fos: computer and information sciences
doi_dedup___::16d55787d707b48d13b99af04ed4d033,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::16d55787d707b48d13b99af04ed4d033,02 engineering and technology
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,male
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,"health knowledge, attitudes, practice"
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,05 social sciences
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,consumer behaviour
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,consumer behavior
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,global warming
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,01 natural sciences
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,global warning
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,refuse disposal
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,other business
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,food waste
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,food waste quantities
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,attitude
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,food
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,13. climate action
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,co2 emission
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,accounting
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,0502 economics and business
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,female
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,ireland
doi_dedup___::1a2ddfc0d8b654906c538a2ce11267a5,0105 earth and related environmental sciences
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,curriculum and instruction
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,early childhood education
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,educational psychology
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,05 social sciences
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,early learning and development
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,03 medical and health sciences
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,0302 clinical medicine
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,sociology
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,theory and research
doi_dedup___::1cbd6c302cd39bb0a4429099c9491462,0503 education
doi_dedup___::1ff3655fd30f95eb8daaafc5baa751f7,0211 other engineering and technologies
doi_dedup___::1ff3655fd30f95eb8daaafc5baa751f7,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::1ff3655fd30f95eb8daaafc5baa751f7,02 engineering and technology
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,serum
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,0301 basic medicine
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,0303 health sciences
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,protein
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,physics
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,3. good health
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,attenuated total reflection
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,clinical
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,03 medical and health sciences
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,[chim.anal]chemical sciences/analytical chemistry
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,quantification
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,medicine and health sciences
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,qd
doi_dedup___::216ca4ee26bddbb407d1cae61ad35899,infrared
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,special issue
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,iseki-food
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,tp368-456
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,food processing and manufacture
doi_dedup___::220015d515f0d01b15717cd77cd9a51a,conference
doi_dedup___::25207396a8c7e6ef42571204f75e40f7,assistive technology
doi_dedup___::25207396a8c7e6ef42571204f75e40f7,deep learning
doi_dedup___::25207396a8c7e6ef42571204f75e40f7,image captioning
doi_dedup___::25207396a8c7e6ef42571204f75e40f7,computer engineering
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,cosmology and nongalactic astrophysics (astro-ph.co)
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,ciencias físicas
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,fos: physical sciences
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,radio galaxy m87
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,telescope
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,agns
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,7. clean energy
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,01 natural sciences
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,blazar
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,//purl.org/becyt/ford/1 [https]
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,jet
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,gamma rays: galaxies
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,0103 physical sciences
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,"galaxies: individual (m 87, ver j1230+123)"
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,hst-1
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,tev emission
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,variability
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,institut für physik und astronomie
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,//purl.org/becyt/ford/1.3 [https]
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,gamma-ray emission
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,astronomía
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,"individual (m 87, ver j1230+123) [galaxies]"
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,galaxies [gamma rays]
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,ciencias naturales y exactas
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,supermassive black-hole
doi_dedup___::2950f17e50cdb0c74e4c003a211e6595,astrophysics - cosmology and nongalactic astrophysics
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,circular bioeconomy; green process; hempseed cake; high-pressure processing; ultrasound-assisted extraction; hemp protein isolate; hemp protein recovery
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,high-pressure processing
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,hemp protein recovery
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,circular bioeconomy
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,chemical technology
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,hemp protein isolate
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,green process
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,tp1-1185
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,hempseed cake
doi_dedup___::2b0cb1f297260d8e51eea30ce878a7cc,ultrasound-assisted extraction
doi_dedup___::2e4701aa19697dee8f832512e7b07403,f300
doi_dedup___::2e4701aa19697dee8f832512e7b07403,0103 physical sciences
doi_dedup___::2e4701aa19697dee8f832512e7b07403,whispering gallery modes; tapered fiber; microcavities; optical microresonators; fiber optic sensors
doi_dedup___::2e4701aa19697dee8f832512e7b07403,medicine and health sciences
doi_dedup___::2e4701aa19697dee8f832512e7b07403,01 natural sciences
doi_dedup___::2e4701aa19697dee8f832512e7b07403,optometry
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,communication
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,05 social sciences
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,community radio
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,02 engineering and technology
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,communication technology and new media
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,0501 psychology and cognitive sciences
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,history
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,ireland
doi_dedup___::2ff8b2e9d45c0a553ba97d5259c72784,development
doi_dedup___::30f620c303dbbeff0bd05d684b9f07e5,02 engineering and technology
doi_dedup___::30f620c303dbbeff0bd05d684b9f07e5,0210 nano-technology
doi_dedup___::30f620c303dbbeff0bd05d684b9f07e5,01 natural sciences
doi_dedup___::30f620c303dbbeff0bd05d684b9f07e5,0104 chemical sciences
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,genetic markers
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,salmonella typhimurium
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,0301 basic medicine
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,03 medical and health sciences
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,salmonella enteritidis
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,"drug resistance, multiple, bacterial"
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,chromosome mapping
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,"dna, article; bacterial chromosome; bacterial genetics; bacteriophage typing; bacterium isolation; chromosome analysis; conjugation; controlled study; dna sequence; gene cassette; gene cluster; genetic identification; genetic incompatibility; genetic marker; genetic resistance; genetic susceptibility; genetic variability; genomic island; geographical variation (species); integron; ireland; italy; molecular evolution; multidrug resistance; nonhuman; nucleotide sequence; plasmid; salmonella enterica; salmonella enteritidis; salmonella typhimurium; serotype; species comparison, chromosome mapping; drug resistance, multiple, bacterial; genetic markers; integrons; plasmids; salmonella enteritidis; salmonella typhimurium"
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,integrons
doi_dedup___::3124d13d20b7ad89dca914c11c03f292,plasmids
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,0301 basic medicine
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,sucrose
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,viscosity
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,drug compounding
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,temperature
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,"serum albumin, bovine"
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,arginine
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,vitrification
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,excipients
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,protein aggregates
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,03 medical and health sciences
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,cryoprotective agents
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,freeze drying
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,0302 clinical medicine
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,solubility
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,immunoglobulin g
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,pressure
doi_dedup___::31c42f76bdbb09b37f808dd97338fc8c,"technology, pharmaceutical"
doi_dedup___::3260124558e83c1f31684ed83aeabde1,chiroptical activity
doi_dedup___::3260124558e83c1f31684ed83aeabde1,chemistry
doi_dedup___::3260124558e83c1f31684ed83aeabde1,quantum dots
doi_dedup___::3260124558e83c1f31684ed83aeabde1,photoluminescence
doi_dedup___::3260124558e83c1f31684ed83aeabde1,calcium carbonate
doi_dedup___::3260124558e83c1f31684ed83aeabde1,core–shell nanostructures
doi_dedup___::3260124558e83c1f31684ed83aeabde1,qd1-999
doi_dedup___::3301c7b8337357fb75cb04d89800d330,0502 economics and business
doi_dedup___::3301c7b8337357fb75cb04d89800d330,05 social sciences
doi_dedup___::3301c7b8337357fb75cb04d89800d330,0503 education
doi_dedup___::39312e4a893e061296e81c2b86437e9a,4. education
doi_dedup___::39312e4a893e061296e81c2b86437e9a,0502 economics and business
doi_dedup___::39312e4a893e061296e81c2b86437e9a,05 social sciences
doi_dedup___::3be168e0de6afcfd732277c896038737,luminescence
doi_dedup___::3be168e0de6afcfd732277c896038737,02 engineering and technology
doi_dedup___::3be168e0de6afcfd732277c896038737,01 natural sciences
doi_dedup___::3be168e0de6afcfd732277c896038737,0104 chemical sciences
doi_dedup___::3be168e0de6afcfd732277c896038737,carbon dioxide
doi_dedup___::3be168e0de6afcfd732277c896038737,rare earths
doi_dedup___::3be168e0de6afcfd732277c896038737,doping
doi_dedup___::3be168e0de6afcfd732277c896038737,earth sciences
doi_dedup___::3be168e0de6afcfd732277c896038737,medicine and health sciences
doi_dedup___::3be168e0de6afcfd732277c896038737,crystal growth
doi_dedup___::3be168e0de6afcfd732277c896038737,0210 nano-technology
doi_dedup___::3be168e0de6afcfd732277c896038737,calcium carbonate
doi_dedup___::3be168e0de6afcfd732277c896038737,environmental sciences
doi_dedup___::44935741d61b7329c6aff4137056617f,02 engineering and technology
doi_dedup___::44935741d61b7329c6aff4137056617f,0210 nano-technology
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,lan
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,automatically guided vehicle
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,cim
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,"other operations research, systems engineering and industrial engineering"
doi_dedup___::44b7a4e417d90369d83cdb5db0bd6373,flexible manufacturing systems
doi_dedup___::486940752823244520752eb192f0f4b7,virtual reality
doi_dedup___::486940752823244520752eb192f0f4b7,social sciences
doi_dedup___::486940752823244520752eb192f0f4b7,collaboration
doi_dedup___::486940752823244520752eb192f0f4b7,student mobilities
doi_dedup___::486940752823244520752eb192f0f4b7,virtual environments
doi_dedup___::486940752823244520752eb192f0f4b7,language learning
doi_dedup___::486940752823244520752eb192f0f4b7,immersive experiences
doi_dedup___::486940752823244520752eb192f0f4b7,europe
doi_dedup___::486940752823244520752eb192f0f4b7,public speaking
doi_dedup___::486940752823244520752eb192f0f4b7,training
doi_dedup___::486940752823244520752eb192f0f4b7,prototypes
doi_dedup___::486940752823244520752eb192f0f4b7,communication skills
doi_dedup___::486940752823244520752eb192f0f4b7,educational sciences
doi_dedup___::486940752823244520752eb192f0f4b7,buildings
doi_dedup___::486940752823244520752eb192f0f4b7,safety
doi_dedup___::486940752823244520752eb192f0f4b7,language confidence
doi_dedup___::4a58b25b927abb9ce40f41a413026122,05 social sciences
doi_dedup___::4a58b25b927abb9ce40f41a413026122,0211 other engineering and technologies
doi_dedup___::4a58b25b927abb9ce40f41a413026122,charges
doi_dedup___::4a58b25b927abb9ce40f41a413026122,02 engineering and technology
doi_dedup___::4a58b25b927abb9ce40f41a413026122,real estate
doi_dedup___::4a58b25b927abb9ce40f41a413026122,multi-unit developments
doi_dedup___::4a58b25b927abb9ce40f41a413026122,jf20-2112
doi_dedup___::4a58b25b927abb9ce40f41a413026122,0502 economics and business
doi_dedup___::4a58b25b927abb9ce40f41a413026122,owner's management company
doi_dedup___::4a58b25b927abb9ce40f41a413026122,business
doi_dedup___::4a58b25b927abb9ce40f41a413026122,political institutions and public administration (general)
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,sensory experience
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,multiple sensorial media
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,mulsemedia systems
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,02 engineering and technology
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,olfaction enhanced mulsemedia
doi_dedup___::4b117e15a2426ba270cbb937ea013c7a,software research institute ait
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,communication
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,communication technology and new media
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,media history
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,irish media
doi_dedup___::4ed1de02d7bb23e0882f86f5e79bd016,book review
doi_dedup___::4fc2b7feaf60c836c632428476651401,0203 mechanical engineering
doi_dedup___::4fc2b7feaf60c836c632428476651401,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::4fc2b7feaf60c836c632428476651401,02 engineering and technology
doi_dedup___::501b52e900bbb5b3bbace9d048bfcd83,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::501b52e900bbb5b3bbace9d048bfcd83,02 engineering and technology
doi_dedup___::55b149a50953d0f1f2fd991942c3a6b8,"0202 electrical engineering, electronic engineering, information engineering"
doi_dedup___::55b149a50953d0f1f2fd991942c3a6b8,02 engineering and technology
doi_dedup___::57e7c02971ca4892b641663a0de53d2d,0211 other engineering and technologies
doi_dedup___::57e7c02971ca4892b641663a0de53d2d,02 engineering and technology
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,organizational citizenship behaviour
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,organizational justice
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,hf5001-6182
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,0502 economics and business
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,05 social sciences
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,business
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,healthcare professionals
doi_dedup___::5ac7eb0cb149f95eb636f326af8c7930,healthcare organization
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,risk factors
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,sars-cov-2
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,commentary
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,covid-19
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,humans
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,general medicine
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,independent living
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,academicsubjects/med00010
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,aged
doi_dedup___::5b5332acbb7646ec86cd46f8085807b2,nursing homes
doi_dedup___::5d1af9cd8551652d9dcc0e61e8e6a316,0101 mathematics
doi_dedup___::5d1af9cd8551652d9dcc0e61e8e6a316,01 natural sciences
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,futures
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,risk management
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,energy
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,hedging
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,finance and financial management
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,05 social sciences
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,7. clean energy
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,electricity
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,portfolio and security analysis
doi_dedup___::5d2dd2a9fa792f77c7183dffa6e1defe,0502 economics and business
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,tourism and travel
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,innovative management
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,tourists
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,11. sustainability
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,0502 economics and business
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,05 social sciences
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,spiritual values
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,sacred heritage challenges
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,contemporary pilgrims
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,ireland
doi_dedup___::62e961cc62b8153bda0d6fcaccab9a40,identity
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,0301 basic medicine
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,cyanobacteria exometabolites
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,0303 health sciences
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,biofertiliser
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,plant culture
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,lcsh:plant culture
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,sb1-1110
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,programmed cell death (pcd)
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,03 medical and health sciences
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,lcsh:sb1-1110
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,root hair assay (rha)
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,proline
doi_dedup___::62f0837aa10a391a87e7c3c8d823b22c,nostoc muscorum
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,hsc experiment
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,materials science and engineering
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,polymer and organic materials
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,co2 dry-ice blasting
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,aircraft engine defouling
doi_dedup___::680cd0b22ee81de2be0cbc2575bae7cb,solid particle restitution
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,mature students
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,equity
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,dit
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,4. education
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,adult and continuing education
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,higher education
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,10. no inequality
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,tu dublin
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,practice
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,policy
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,education
doi_dedup___::6910d0213b8464bd80484fcc31ef3876,education policy
doi_dedup___::6d1fd3a0b2d452d9238c70a0847ae958,0203 mechanical engineering
doi_dedup___::6d1fd3a0b2d452d9238c70a0847ae958,02 engineering and technology
doi_dedup___::6d1fd3a0b2d452d9238c70a0847ae958,0210 nano-technology
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,irish bim mandate
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,bim maturity levels
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,construction engineering and management
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,building information modelling
doi_dedup___::6f84831ac099376d9b5f92e7ab114734,other engineering
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,soft skills
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,lab work
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,agile development
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,active learning
doi_dedup___::7031c6d5b830ea3f859b258a4f110634,engineering education
doi_dedup___::7374d2138c3b614609364b078bbc8a4c,adult
doi_dedup___::7374d2138c3b614609364b078bbc8a4c,male
doi_dedup___::7374d2138c3b614609364b078bbc8a4c,macular pigment research group
